Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,2021-01-10,West,Alaska,Anchorage,Men's Apparel,50.0,175,87500.0,13125.0,0.25,Outlet
Foot Locker,2021-01-10,West,Alaska,Anchorage,Women's Apparel,45.0,425,191250.0,76500.0,0.4,Outlet
Foot Locker,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,475,166250.0,41562.0,0.3,Outlet
Foot Locker,2021-02-10,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet
Foot Locker,2021-02-10,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750.0,42187.0,0.25,Outlet
Foot Locker,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,45.0,225,101250.0,25312.0,0.25,Outlet
Foot Locker,2021-02-10,West,Hawaii,Honolulu,Men's Apparel,50.0,150,75000.0,11250.0,0.25,Outlet
Foot Locker,2021-02-10,West,Hawaii,Honolulu,Women's Apparel,45.0,350,157500.0,63000.0,0.4,Outlet
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,45.0,500,225000.0,56250.0,0.3,Outlet
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Men's Athletic Footwear,54.0,350,192499.0,38499.0,0.2,Outlet
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Women's Street Footwear,59.0,375,224999.0,56249.0,0.25,Outlet
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,54.0,275,151249.0,37812.0,0.25,Outlet
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Men's Apparel,60.0,125,75000.0,11250.0,0.25,Outlet
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,54.0,325,178749.0,71499.0,0.4,Outlet
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Men's Street Footwear,60.0,500,300000.0,75000.0,0.3,Outlet
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300,195000.0,39000.0,0.2,Outlet
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Women's Street Footwear,65.0,350,227500.0,56875.0,0.25,Outlet
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,250,125000.0,31250.0,0.25,Outlet
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Men's Apparel,55.0,150,82500.0,12375.0,0.25,Outlet
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Women's Apparel,70.0,325,227500.0,91000.0,0.4,Outlet
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,54.0,525,288749.0,72187.0,0.3,Outlet
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,375,225000.0,45000.0,0.2,Outlet
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375,225000.0,56250.0,0.25,Outlet
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,54.0,275,151249.0,37812.0,0.25,Outlet
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Men's Apparel,60.0,175,105000.0,15750.0,0.25,Outlet
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,75.0,475,356250.0,140770.0,0.4,Outlet
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725,480687.49999999994,126875.0,0.3,Outlet
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,600,357500.0,90000.0,0.2,Outlet
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Women's Street Footwear,69.78999999999996,600,233750.0,80080.00000000004,0.25,Outlet
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,475,200000.0,72000.0,0.25,Outlet
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,75.0,350,227500.0,44625.0,0.25,Outlet
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Women's Apparel,81.0,650,399299.44000000006,140770.0,0.4,Outlet
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Men's Street Footwear,70.0,800,480687.49999999994,160000.0,0.3,Outlet
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,650,357500.0,110500.0,0.2,Outlet
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Women's Street Footwear,69.78999999999996,600,233750.0,80080.00000000004,0.25,Outlet
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,500,200000.0,72000.0,0.25,Outlet
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,75.0,425,227500.0,70125.0,0.25,Outlet
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,81.0,550,399299.44000000006,140770.0,0.4,Outlet
Foot Locker,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,750,480687.49999999994,159375.0,0.3,Outlet
Foot Locker,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,700,357500.0,108750.0,0.2,Outlet
Foot Locker,2021-08-10,West,Hawaii,Honolulu,Women's Street Footwear,69.78999999999996,600,233750.0,80080.00000000004,0.25,Outlet
Foot Locker,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,500,200000.0,72000.0,0.25,Outlet
Walmart,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,70.0,425,227500.0,55125.0,0.25,Outlet
Walmart,2021-08-10,West,Hawaii,Honolulu,Women's Apparel,75.0,350,262500.0,105000.0,0.4,Outlet
Walmart,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,65.0,550,357500.0,89375.0,0.3,Outlet
Walmart,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,550,357500.0,77000.0,0.2,Outlet
Walmart,2021-09-11,West,Hawaii,Honolulu,Women's Street Footwear,65.0,375,233750.0,60937.0,0.25,Outlet
Walmart,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,325,200000.0,52812.0,0.25,Outlet
Walmart,2021-09-11,West,Hawaii,Honolulu,Men's Apparel,75.0,350,227500.0,39375.0,0.25,Outlet
Walmart,2021-09-11,West,Hawaii,Honolulu,Women's Apparel,60.0,375,225000.0,90000.0,0.4,Outlet
Walmart,2021-10-10,West,Hawaii,Honolulu,Men's Street Footwear,55.0,475,261250.0,65312.0,0.3,Outlet
Walmart,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,475,308750.0,61750.0,0.2,Outlet
Walmart,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,60.0,300,180000.0,45000.0,0.25,Outlet
Walmart,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,151250.0,37812.0,0.25,Outlet
Walmart,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,65.0,250,162500.0,24375.0,0.25,Outlet
Walmart,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,70.0,300,210000.0,84000.0,0.4,Outlet
Walmart,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,55.0,525,288750.0,72187.0,0.3,Outlet
Walmart,2021-11-10,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,600,357500.0,72000.0,0.2,Outlet
Walmart,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55.0,425,233750.0,58437.0,0.25,Outlet
Walmart,2021-11-10,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,400,200000.0,65000.0,0.25,Outlet
Walmart,2021-11-10,West,Hawaii,Honolulu,Men's Apparel,75.0,375,227500.0,47812.0,0.25,Outlet
Walmart,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,81.0,500,399299.44000000006,140770.0,0.4,Outlet
Walmart,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,70.0,700,480687.49999999994,131250.0,0.3,Outlet
Walmart,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,700,357500.0,114999.28,0.2,Outlet
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,69.78999999999996,500,233750.0,80080.00000000004,0.25,Outlet
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,500,200000.0,72000.0,0.25,Outlet
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,75.0,425,227500.0,57375.0,0.25,Outlet
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,81.0,525,399299.44000000006,140770.0,0.4,Outlet
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,425,170000.0,51000.0,0.3,Outlet
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425,212500.0,53125.0,0.25,Outlet
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425,212500.0,63750.0,0.3,Outlet
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275,137500.0,41250.0,0.3,Outlet
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,55.0,225,123750.0,24750.0,0.25,Outlet
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,50.0,475,237500.0,106875.0,0.45,Outlet
Sports Direct,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,525,210000.0,63000.0,0.3,Outlet
Sports Direct,2021-02-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425,212500.0,53125.0,0.25,Outlet
Sports Direct,2021-02-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425,212500.0,63750.0,0.3,Outlet
Sports Direct,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275,137500.0,41250.0,0.3,Outlet
Sports Direct,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,55.0,200,110000.0,22000.0,0.25,Outlet
Sports Direct,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,50.0,400,200000.0,90000.0,0.45,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,50.0,550,275000.0,82500.0,0.3,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,400,240000.0,60000.0,0.25,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,64.0,425,233750.0,80080.00000000004,0.3,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,195000.0,58500.0,0.3,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,65.0,175,113750.0,22750.0,0.25,Outlet
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,60.0,375,225000.0,101250.0,0.45,Outlet
Walmart,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,65.0,550,357500.0,107250.0,0.3,Outlet
Walmart,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,350,245000.0,61250.0,0.25,Outlet
Walmart,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,69.78999999999996,400,233750.0,80080.00000000004,0.3,Outlet
Walmart,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,300,165000.0,49500.0,0.3,Outlet
Walmart,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,60.0,200,120000.0,24000.0,0.25,Outlet
Walmart,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,75.0,375,281250.0,126562.0,0.45,Outlet
Walmart,2021-05-18,Southeast,Florida,Orlando,Men's Street Footwear,60.0,575,345000.0,103500.0,0.3,Outlet
Walmart,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,425,276250.0,69062.0,0.25,Outlet
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425,233750.0,80080.00000000004,0.3,Outlet
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,195000.0,58500.0,0.3,Outlet
Walmart,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,54.0,225,123749.0,24750.0,0.25,Outlet
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,70.0,575,399299.44000000006,140770.0,0.45,Outlet
Walmart,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,64.0,825,480687.49999999994,160874.0,0.3,Outlet
Walmart,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700,357500.0,114999.28,0.25,In-store
Walmart,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,69.78999999999996,625,233750.0,80080.00000000004,0.3,In-store
Walmart,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,67.0,500,200000.0,72000.0,0.3,In-store
Walmart,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,75.0,425,227500.0,78750.0,0.25,In-store
Walmart,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,81.0,675,399299.44000000006,140770.0,0.45,In-store
Walmart,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,70.0,870,480687.49999999994,197999.0,0.3,In-store
Walmart,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700,357500.0,114999.28,0.25,In-store
Walmart,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,69.78999999999996,625,233750.0,80080.00000000004,0.3,In-store
Walmart,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,67.0,500,200000.0,72000.0,0.3,In-store
Walmart,2021-07-16,Southeast,Florida,Orlando,Men's Apparel,75.0,425,227500.0,78750.0,0.25,In-store
Walmart,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,81.0,650,399299.44000000006,140770.0,0.45,In-store
Walmart,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,70.0,850,480687.49999999994,197999.0,0.3,In-store
Walmart,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700,357500.0,114999.28,0.25,In-store
Walmart,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,69.78999999999996,625,233750.0,80080.00000000004,0.3,In-store
Walmart,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,67.0,475,200000.0,72000.0,0.3,In-store
Walmart,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,75.0,425,227500.0,76000.0,0.25,In-store
Walmart,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,81.0,300,255000.0,114750.0,0.45,In-store
Walmart,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,60.0,500,300000.0,90000.0,0.3,In-store
Walmart,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,500,325000.0,81250.0,0.25,In-store
Walmart,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,60.0,300,180000.0,54000.0,0.3,In-store
Walmart,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,250,150000.0,45000.0,0.3,In-store
Walmart,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,70.0,275,192500.0,38500.0,0.25,In-store
Walmart,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,54.0,300,164999.0,74249.0,0.45,In-store
Walmart,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,400,200000.0,60000.0,0.3,In-store
Walmart,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,575,357500.0,93437.0,0.25,In-store
Walmart,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,60.0,400,233750.0,72000.0,0.3,In-store
Walmart,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,375,200000.0,61875.0,0.3,In-store
Walmart,2021-10-17,Southeast,Florida,Orlando,Men's Apparel,65.0,350,227500.0,45500.0,0.25,In-store
Walmart,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,70.0,400,280000.0,126000.0,0.45,In-store
Walmart,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,55.0,625,343750.0,103125.0,0.3,In-store
Walmart,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,700,357500.0,105000.0,0.25,In-store
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,55.0,525,233750.0,80080.00000000004,0.3,In-store
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,65.0,500,200000.0,72000.0,0.3,In-store
Walmart,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,75.0,425,227500.0,78750.0,0.25,In-store
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,81.0,600,399299.44000000006,140770.0,0.45,In-store
Walmart,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,70.0,800,480687.49999999994,180000.0,0.3,In-store
Walmart,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700,357500.0,114999.28,0.25,In-store
West Gear,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,69.78999999999996,600,233750.0,80080.00000000004,0.3,In-store
West Gear,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,67.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,75.0,425,227500.0,78750.0,0.25,In-store
West Gear,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,81.0,625,399299.44000000006,140770.0,0.45,In-store
West Gear,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,45.0,850,382500.0,172125.0,0.45,In-store
West Gear,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,650,292500.0,102375.0,0.35,In-store
West Gear,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,35.0,625,227500.0,56875.0,0.25,In-store
West Gear,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,40.0,500,200000.0,60000.0,0.3,In-store
West Gear,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,55.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,45.0,650,292500.0,140770.0,0.5,In-store
West Gear,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,45.0,870,405000.0,182250.0,0.45,In-store
West Gear,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,In-store
West Gear,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,35.0,600,210000.0,52500.0,0.25,In-store
West Gear,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,40.0,475,190000.0,57000.0,0.3,In-store
West Gear,2021-02-10,Northeast,New York,Albany,Men's Apparel,55.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-02-10,Northeast,New York,Albany,Women's Apparel,45.0,650,292500.0,140770.0,0.5,In-store
West Gear,2021-03-08,Northeast,New York,Albany,Men's Street Footwear,45.0,870,391500.0,176175.0,0.45,In-store
West Gear,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,In-store
West Gear,2021-03-08,Northeast,New York,Albany,Women's Street Footwear,35.0,575,201250.0,50312.0,0.25,In-store
West Gear,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,40.0,425,170000.0,51000.0,0.3,In-store
West Gear,2021-03-08,Northeast,New York,Albany,Men's Apparel,55.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-03-08,Northeast,New York,Albany,Women's Apparel,45.0,575,258750.0,129375.0,0.5,In-store
West Gear,2021-04-09,Northeast,New York,Albany,Men's Street Footwear,45.0,825,371250.0,167062.0,0.45,In-store
West Gear,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,45.0,525,236250.0,82687.0,0.35,In-store
West Gear,2021-04-09,Northeast,New York,Albany,Women's Street Footwear,35.0,525,183750.0,45937.0,0.25,In-store
West Gear,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,40.0,450,180000.0,54000.0,0.3,In-store
West Gear,2021-04-09,Northeast,New York,Albany,Men's Apparel,55.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-04-09,Northeast,New York,Albany,Women's Apparel,45.0,600,270000.0,135000.0,0.5,In-store
West Gear,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,55.0,870,478500.0,197999.0,0.45,In-store
West Gear,2021-05-08,Northeast,New York,Albany,Men's Athletic Footwear,55.0,575,316250.0,110687.0,0.35,In-store
West Gear,2021-05-08,Northeast,New York,Albany,Women's Street Footwear,50.0,550,233750.0,68750.0,0.25,In-store
West Gear,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,50.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-05-08,Northeast,New York,Albany,Men's Apparel,60.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-05-08,Northeast,New York,Albany,Women's Apparel,65.0,625,399299.44000000006,140770.0,0.5,In-store
West Gear,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,60.0,870,480687.49999999994,197999.0,0.45,In-store
West Gear,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,55.0,625,343750.0,114999.28,0.35,In-store
West Gear,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,50.0,600,233750.0,75000.0,0.25,In-store
West Gear,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,50.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-06-10,Northeast,New York,Albany,Men's Apparel,65.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-06-10,Northeast,New York,Albany,Women's Apparel,70.0,675,399299.44000000006,140770.0,0.5,In-store
West Gear,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,65.0,870,480687.49999999994,197999.0,0.45,In-store
West Gear,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,60.0,700,357500.0,114999.28,0.35,In-store
West Gear,2021-07-08,Northeast,New York,Albany,Women's Street Footwear,55.0,625,233750.0,80080.00000000004,0.25,In-store
West Gear,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,55.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-07-08,Northeast,New York,Albany,Men's Apparel,65.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-07-08,Northeast,New York,Albany,Women's Apparel,70.0,675,399299.44000000006,140770.0,0.5,In-store
West Gear,2021-08-09,Northeast,New York,Albany,Men's Street Footwear,65.0,870,480687.49999999994,197999.0,0.45,In-store
West Gear,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,60.0,700,357500.0,114999.28,0.35,In-store
West Gear,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,55.0,625,233750.0,80080.00000000004,0.25,In-store
West Gear,2021-08-09,Northeast,New York,Albany,Women's Athletic Footwear,45.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-08-09,Northeast,New York,Albany,Men's Apparel,55.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-08-09,Northeast,New York,Albany,Women's Apparel,60.0,675,399299.44000000006,140770.0,0.5,In-store
West Gear,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,55.0,850,467500.0,197999.0,0.45,In-store
West Gear,2021-09-08,Northeast,New York,Albany,Men's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,In-store
West Gear,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,45.0,550,233750.0,61875.0,0.25,In-store
West Gear,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,45.0,500,200000.0,70875.0,0.3,In-store
West Gear,2021-09-08,Northeast,New York,Albany,Men's Apparel,55.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-09-08,Northeast,New York,Albany,Women's Apparel,60.0,625,375000.0,140770.0,0.5,In-store
West Gear,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,60.0,800,480000.0,197999.0,0.45,In-store
West Gear,2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,50.0,625,312500.0,109375.0,0.35,In-store
West Gear,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,50.0,525,233750.0,65625.0,0.25,In-store
West Gear,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,50.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-10-10,Northeast,New York,Albany,Men's Apparel,60.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-10-10,Northeast,New York,Albany,Women's Apparel,65.0,625,399299.44000000006,140770.0,0.5,In-store
West Gear,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60.0,775,465000.0,197999.0,0.45,In-store
West Gear,2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,50.0,600,300000.0,105000.0,0.35,In-store
West Gear,2021-11-09,Northeast,New York,Albany,Women's Street Footwear,50.0,545,233750.0,68125.0,0.25,In-store
West Gear,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,50.0,500,200000.0,72000.0,0.3,In-store
West Gear,2021-11-09,Northeast,New York,Albany,Men's Apparel,65.0,425,227500.0,78750.0,0.35,In-store
West Gear,2021-11-09,Northeast,New York,Albany,Women's Apparel,70.0,650,399299.44000000006,140770.0,0.5,In-store
West Gear,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,65.0,870,480687.49999999994,197999.0,0.45,In-store
West Gear,2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,55.0,675,357500.0,114999.28,0.35,In-store
Kohl's,2021-12-08,Northeast,New York,Albany,Women's Street Footwear,55.0,625,233750.0,80080.00000000004,0.25,In-store
Kohl's,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,55.0,500,200000.0,72000.0,0.3,In-store
Kohl's,2021-12-08,Northeast,New York,Albany,Men's Apparel,65.0,425,227500.0,78750.0,0.35,In-store
Kohl's,2021-12-08,Northeast,New York,Albany,Women's Apparel,70.0,675,399299.44000000006,140770.0,0.5,In-store
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,40.0,800,320000.0,160000.0,0.5,In-store
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,40.0,600,240000.0,72000.0,0.3,In-store
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,30.0,600,180000.0,63000.0,0.35,In-store
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35.0,450,157500.0,55125.0,0.35,In-store
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Apparel,50.0,425,227500.0,75000.0,0.3,In-store
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Apparel,40.0,600,240000.0,60000.0,0.25,In-store
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,40.0,850,340000.0,170000.0,0.5,In-store
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,40.0,500,200000.0,60000.0,0.3,In-store
Kohl's,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,30.0,550,165000.0,57750.0,0.35,In-store
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,425,148750.0,52062.0,0.35,In-store
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,50.0,425,227500.0,75000.0,0.3,In-store
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,40.0,600,240000.0,60000.0,0.25,In-store
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,820,328000.0,164000.0,0.5,In-store
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,525,210000.0,63000.0,0.3,In-store
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,30.0,550,165000.0,57750.0,0.35,In-store
