Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Log_Total_Sales,Log_Units_Sold,Log_Operating_Profit,Log_Operating_Margin,Log_Price_per_Unit
Foot Locker,2021-09-07,Midwest,Iowa,Des Moines,Women's Apparel,40,225.0,90000.0,36000.0,0.4,In-store,0.7966315959304491,0.23423033641435645,0.8310922778006945,-0.2121600376392765,-0.2299284184949977
Foot Locker,2021-10-06,Midwest,Iowa,Des Moines,Men's Street Footwear,44,400.0,179999.0,53999.0,0.3,In-store,1.1659640714332506,0.9758043268308617,1.060339271945826,-1.3768551998063734,0.07486787805518114
Foot Locker,2021-10-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250.0,87500.0,30624.0,0.35,In-store,0.7816211197227144,0.3699136804740318,0.7396450322588087,-0.7837209371518269,-0.6557478587687534
Foot Locker,2021-10-06,Midwest,Iowa,Des Moines,Women's Street Footwear,35,150.0,52500.0,15750.0,0.3,In-store,0.5094354889992473,-0.2872725545575317,0.36368245475124983,-1.3768551998063734,-0.6557478587687534
Foot Locker,2021-10-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,125.0,43750.0,13125.0,0.3,In-store,0.41228881330481587,-0.5213450537377368,0.26059930274004683,-1.3768551998063734,-0.6557478587687534
Foot Locker,2021-10-06,Midwest,Iowa,Des Moines,Men's Apparel,44,125.0,56249.0,28124.0,0.5,In-store,0.5461876857201793,-0.5213450537377368,0.6914941341766864,0.8721452173768379,0.07486787805518114
West Gear,2021-10-06,Midwest,Iowa,Des Moines,Women's Apparel,49,250.0,124999.0,49999.0,0.4,In-store,0.9716666603757529,0.3699136804740318,1.0168230833512244,-0.2121600376392765,0.4198388634416208
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Men's Street Footwear,44,400.0,179999.0,53999.0,0.3,In-store,1.1659640714332506,0.9758043268308617,1.060339271945826,-1.3768551998063734,0.07486787805518114
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,275.0,96250.0,33687.0,0.35,In-store,0.8324058970244319,0.4927034741726817,0.7935447921070429,-0.7837209371518269,-0.6557478587687534
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Women's Street Footwear,35,220.0,77000.0,23100.0,0.3,In-store,0.7135068748401749,0.20529774225839975,0.5802268746998219,-1.3768551998063734,-0.6557478587687534
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,200.0,70000.0,21000.0,0.3,In-store,0.6627222359357544,0.08262451169524553,0.5263379547356516,-1.3768551998063734,-0.6557478587687534
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Men's Apparel,60,175.0,105000.0,52500.0,0.5,In-store,0.8787688103236718,-0.08914387857120674,1.0444213437969272,0.8721452173768379,1.070915561936916
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,64,275.0,178749.0,71499.0,0.4,In-store,1.1622508670529184,0.4927034741726817,1.2190634421435511,-0.2121600376392765,1.2788709047945401
West Gear,2021-12-05,Midwest,Iowa,Des Moines,Men's Street Footwear,60,525.0,315000.0,94500.0,0.3,In-store,1.4641529348648912,1.3267098965840913,1.3767695890925367,-1.3768551998063734,1.070915561936916
West Gear,2021-12-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50,325.0,162500.0,56875.0,0.35,In-store,1.1114688151762033,0.7080222656764893,1.089679174934733,-0.7837209371518269,0.48467654773873725
West Gear,2021-12-05,Midwest,Iowa,Des Moines,Women's Street Footwear,50,275.0,137500.0,41250.0,0.3,In-store,1.0224558664795516,0.4927034741726817,0.9080636836333397,-1.3768551998063734,0.48467654773873725
West Gear,2021-12-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,50,225.0,112500.0,33750.0,0.3,In-store,0.915530818022484,0.23423033641435645,0.7946012190421421,-1.3768551998063734,0.48467654773873725
West Gear,2021-12-05,Midwest,Iowa,Des Moines,Men's Apparel,60,225.0,135000.0,67500.0,0.5,In-store,1.012678734161113,0.23423033641435645,1.186520017408736,0.8721452173768379,1.070915561936916
West Gear,2021-12-05,Midwest,Iowa,Des Moines,Women's Apparel,64,325.0,211249.0,84499.0,0.4,In-store,1.2512644119331728,0.7080222656764893,1.313521065720168,-0.2121600376392765,1.2788709047945401
West Gear,2021-01-03,Midwest,Iowa,Des Moines,Men's Street Footwear,30,450.0,135000.0,40500.0,0.3,In-store,1.012678734161113,1.1277668523522535,0.8976887584551284,-1.3768551998063734,-1.1453440731801674
West Gear,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250.0,75000.0,26250.0,0.35,In-store,0.6994840744820556,0.3699136804740318,0.6525049386691592,-0.7837209371518269,-1.1453440731801674
West Gear,2021-01-03,Midwest,Iowa,Des Moines,Women's Street Footwear,22,250.0,50000.0,15000.0,0.3,In-store,0.4834385150035634,0.3699136804740318,0.33609675922820076,-1.3768551998063734,-2.1226686406445117
West Gear,2021-01-03,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,100.0,25000.0,7500.0,0.3,In-store,0.11411077559326599,-0.8073582658464235,-0.055792724056644434,-1.3768551998063734,-1.7212446005400164
West Gear,2021-01-03,Midwest,Iowa,Des Moines,Men's Apparel,40,150.0,60000.0,30000.0,0.5,In-store,0.5805854444226334,-0.2872725545575317,0.7280050873992878,0.8721452173768379,-0.2299284184949977
West Gear,2021-01-03,Midwest,Iowa,Des Moines,Women's Apparel,30,250.0,75000.0,30000.0,0.4,In-store,0.6994840744820556,0.3699136804740318,0.7280050873992878,-0.2121600376392765,-1.1453440731801674
West Gear,2021-02-03,Midwest,Iowa,Des Moines,Men's Street Footwear,30,500.0,150000.0,45000.0,0.3,In-store,1.0688189181771428,1.2637357703549128,0.9572615053573171,-1.3768551998063734,-1.1453440731801674
West Gear,2021-02-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,150.0,45000.0,15750.0,0.35,In-store,0.42729912036186546,-0.2872725545575317,0.36368245475124983,-0.7837209371518269,-1.1453440731801674
West Gear,2021-02-03,Midwest,Iowa,Des Moines,Women's Street Footwear,22,200.0,40000.0,12000.0,0.3,In-store,0.3645407729819598,0.08262451169524553,0.20993381361439142,-1.3768551998063734,-2.1226686406445117
West Gear,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75.0,18750.0,5625.0,0.3,In-store,-0.0391714044095782,-1.1751371526062662,-0.21843207226838218,-1.3768551998063734,-1.7212446005400164
West Gear,2021-02-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,40,150.0,60000.0,30000.0,0.5,In-store,0.5805854444226334,-0.2872725545575317,0.7280050873992878,0.8721452173768379,-0.2299284184949977
West Gear,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,22,250.0,37499.0,14999.0,0.4,In-store,0.3301385740164087,0.3699136804740318,0.3360590650585477,-0.2121600376392765,-2.1226686406445117
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,22,470.0,94000.0,28200.0,0.3,In-store,0.8198020672466736,1.1838812087872044,0.6930199947684559,-1.3768551998063734,-2.1226686406445117
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,22,175.0,35000.0,12250.0,0.35,In-store,0.29339145186677124,-0.08914387857120674,0.22159164433414327,-0.7837209371518269,-2.1226686406445117
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,22,225.0,22500.0,6750.0,0.3,In-store,0.05797256497140687,0.23423033641435645,-0.11535849147040646,-1.3768551998063734,-2.1226686406445117
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,22,75.0,11249.0,3374.0,0.3,In-store,-0.31138951234293544,-1.1751371526062662,-0.5073694278213986,-1.3768551998063734,-2.1226686406445117
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,30,125.0,37500.0,18750.0,0.5,In-store,0.33015278296488376,-0.5213450537377368,0.4622615893588985,0.8721452173768379,-1.1453440731801674
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,22,225.0,45000.0,18000.0,0.4,In-store,0.42729912036186546,0.23423033641435645,0.4391808086320289,-0.2121600376392765,-2.1226686406445117
West Gear,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,22,450.0,90000.0,27000.0,0.3,In-store,0.7966315959304491,1.1277668523522535,0.6684330385196116,-1.3768551998063734,-2.1226686406445117
West Gear,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,22,150.0,30000.0,10500.0,0.35,In-store,0.2112559289677785,-0.2872725545575317,0.13443770317511836,-0.7837209371518269,-2.1226686406445117
West Gear,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,22,150.0,15000.0,4500.0,0.3,In-store,-0.15806470644188525,-0.2872725545575317,-0.3445793157729573,-1.3768551998063734,-2.1226686406445117
West Gear,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,22,75.0,11249.0,3374.0,0.3,In-store,-0.31138951234293544,-1.1751371526062662,-0.5073694278213986,-1.3768551998063734,-2.1226686406445117
West Gear,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,100.0,60000.0,30000.0,0.5,In-store,0.5805854444226334,-0.8073582658464235,0.7280050873992878,0.8721452173768379,1.070915561936916
West Gear,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,225.0,112500.0,45000.0,0.4,In-store,0.915530818022484,0.23423033641435645,0.9572615053573171,-0.2121600376392765,0.48467654773873725
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,495.0,297000.0,89100.0,0.3,In-store,1.4328003081155274,1.2507644176912944,1.3434996859039388,-1.3768551998063734,1.070915561936916
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,40,200.0,80000.0,28000.0,0.35,In-store,0.7338725085174859,0.08262451169524553,0.6889956982772903,-0.7837209371518269,-0.2299284184949977
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,175.0,61250.0,18375.0,0.3,In-store,0.5915720992793745,-0.08914387857120674,0.45083895984705846,-1.3768551998063734,-0.6557478587687534
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,150.0,52500.0,15750.0,0.3,In-store,0.5094354889992473,-0.2872725545575317,0.36368245475124983,-1.3768551998063734,-0.6557478587687534
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,44,175.0,78749.0,39374.0,0.5,In-store,0.7254744514154438,-0.08914387857120674,0.8817460991904831,0.8721452173768379,0.07486787805518114
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,49,300.0,149999.0,59999.0,0.4,In-store,1.0688153659045019,0.6048389320151124,1.11991341494216,-0.2121600376392765,0.4198388634416208
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550.0,192500.0,57750.0,0.3,In-store,1.2017415249761654,1.3867593566361038,1.0983117323206075,-1.3768551998063734,-0.6557478587687534
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300.0,90000.0,31500.0,0.35,In-store,0.7966315959304491,0.6048389320151124,0.7555916803448743,-0.7837209371518269,-1.1453440731801674
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200.0,50000.0,15000.0,0.3,In-store,0.4834385150035634,0.08262451169524553,0.33609675922820076,-1.3768551998063734,-1.7212446005400164
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175.0,43750.0,13125.0,0.3,In-store,0.41228881330481587,-0.08914387857120674,0.26059930274004683,-1.3768551998063734,-1.7212446005400164
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175.0,61250.0,30625.0,0.5,In-store,0.5915720992793745,-0.08914387857120674,0.7396634950232283,0.8721452173768379,-0.6557478587687534
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,325.0,178750.0,71500.0,0.4,In-store,1.1622538479826061,0.7080222656764893,1.2190713502196027,-0.2121600376392765,0.7908991985093976
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,550.0,275000.0,82500.0,0.3,In-store,1.3917923248244495,1.3867593566361038,1.2999840049859182,-1.3768551998063734,0.48467654773873725
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300.0,135000.0,47250.0,0.35,In-store,1.012678734161113,0.6048389320151124,0.9848483974567277,-0.7837209371518269,0.14683112786611158
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225.0,90000.0,27000.0,0.3,In-store,0.7966315959304491,0.23423033641435645,0.6684330385196116,-1.3768551998063734,-0.2299284184949977
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175.0,70000.0,21000.0,0.3,In-store,0.6627222359357544,-0.08914387857120674,0.5263379547356516,-1.3768551998063734,-0.2299284184949977
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,200.0,100000.0,50000.0,0.5,In-store,0.8527715826008126,0.08262451169524553,1.0168343918659735,0.8721452173768379,0.48467654773873725
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,375.0,206250.0,82500.0,0.4,In-store,1.2385036864513381,0.8925559637933307,1.2999840049859182,-0.2121600376392765,0.7908991985093976
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,525.0,262500.0,78750.0,0.3,In-store,1.367004567647769,1.3267098965840913,1.2736804541678663,-1.3768551998063734,0.48467654773873725
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300.0,135000.0,47250.0,0.35,In-store,1.012678734161113,0.6048389320151124,0.9848483974567277,-0.7837209371518269,0.14683112786611158
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225.0,90000.0,27000.0,0.3,In-store,0.7966315959304491,0.23423033641435645,0.6684330385196116,-1.3768551998063734,-0.2299284184949977
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,200.0,80000.0,24000.0,0.3,In-store,0.7338725085174859,0.08262451169524553,0.6018374303872595,-1.3768551998063734,-0.2299284184949977
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,175.0,87500.0,43750.0,0.5,In-store,0.7816211197227144,-0.08914387857120674,0.9413331661852107,0.8721452173768379,0.48467654773873725
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,350.0,192500.0,77000.0,0.4,In-store,1.2017415249761654,0.8035777559781179,1.2609737591900207,-0.2121600376392765,0.7908991985093976
West Gear,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,475.0,166250.0,49875.0,0.3,In-store,1.1236253750807128,1.1975374393647265,1.0154190718050486,-1.3768551998063734,-0.6557478587687534
West Gear,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250.0,75000.0,26250.0,0.35,In-store,0.6994840744820556,0.3699136804740318,0.6525049386691592,-0.7837209371518269,-1.1453440731801674
West Gear,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,150.0,37500.0,11250.0,0.3,In-store,0.33015278296488376,-0.2872725545575317,0.17344484880575703,-1.3768551998063734,-1.7212446005400164
West Gear,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,125.0,31250.0,9375.0,0.3,In-store,0.23300691918036254,-0.5213450537377368,0.07036456834567445,-1.3768551998063734,-1.7212446005400164
West Gear,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,125.0,43750.0,21875.0,0.5,In-store,0.41228881330481587,-0.5213450537377368,0.5494189149464017,0.8721452173768379,-0.6557478587687534
West Gear,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,40,200.0,80000.0,32000.0,0.4,In-store,0.7338725085174859,0.08262451169524553,0.7644960152789273,-0.2121600376392765,-0.2299284184949977
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,44,375.0,168749.0,50624.0,0.3,In-store,1.1315751933679954,0.8925559637933307,1.0238471661221584,-1.3768551998063734,0.07486787805518114
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,225.0,78750.0,27562.0,0.35,In-store,0.7254812176286395,0.23423033641435645,0.6800811464282454,-0.7837209371518269,-0.6557478587687534
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,125.0,43750.0,13125.0,0.3,In-store,0.41228881330481587,-0.5213450537377368,0.26059930274004683,-1.3768551998063734,-0.6557478587687534
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,125.0,43750.0,13125.0,0.3,In-store,0.41228881330481587,-0.5213450537377368,0.26059930274004683,-1.3768551998063734,-0.6557478587687534
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,44,125.0,56249.0,28124.0,0.5,In-store,0.5461876857201793,-0.5213450537377368,0.6914941341766864,0.8721452173768379,0.07486787805518114
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,49,250.0,124999.0,49999.0,0.4,In-store,0.9716666603757529,0.3699136804740318,1.0168230833512244,-0.2121600376392765,0.4198388634416208
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,44,400.0,179999.0,53999.0,0.3,In-store,1.1659640714332506,0.9758043268308617,1.060339271945826,-1.3768551998063734,0.07486787805518114
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,300.0,105000.0,36750.0,0.35,In-store,0.8787688103236718,0.6048389320151124,0.842750749528625,-0.7837209371518269,-0.6557478587687534
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245.0,85750.0,25725.0,0.3,In-store,0.7708563794459365,0.34389201747791687,0.641082133334837,-1.3768551998063734,-0.6557478587687534
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,225.0,78750.0,23625.0,0.3,In-store,0.7254812176286395,0.23423033641435645,0.5929331889369761,-1.3768551998063734,-0.6557478587687534
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,200.0,120000.0,60000.0,0.5,In-store,0.9499194000665816,0.08262451169524553,1.1199228387201567,0.8721452173768379,1.070915561936916
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,64,300.0,194999.0,77999.0,0.4,In-store,1.2086142416832117,0.6048389320151124,1.2682624061266317,-0.2121600376392765,1.2788709047945401
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,550.0,330000.0,99000.0,0.3,In-store,1.4889407074193217,1.3867593566361038,1.4030731943039059,-1.3768551998063734,1.070915561936916
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,50,350.0,175000.0,61249.0,0.35,In-store,1.150956470877589,0.8035777559781179,1.1315722072006138,-0.7837209371518269,0.48467654773873725
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50,300.0,150000.0,45000.0,0.3,In-store,1.0688189181771428,0.6048389320151124,0.9572615053573171,-1.3768551998063734,0.48467654773873725
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,50,250.0,125000.0,37500.0,0.3,In-store,0.9716709231000799,0.3699136804740318,0.8541736867333615,-1.3768551998063734,0.48467654773873725
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,250.0,150000.0,75000.0,0.5,In-store,1.0688189181771428,0.3699136804740318,1.246093322740724,0.8721452173768379,1.070915561936916
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,64,350.0,227499.0,90999.0,0.4,In-store,1.2907523018497282,0.8035777559781179,1.355424039549493,-0.2121600376392765,1.2788709047945401
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,500.0,175000.0,70000.0,0.4,In-store,1.150956470877589,1.2637357703549128,1.207083125898635,-0.2121600376392765,-0.6557478587687534
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,300.0,105000.0,42000.0,0.4,In-store,0.8787688103236718,0.6048389320151124,0.9182516675060665,-0.2121600376392765,-0.6557478587687534
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,300.0,75000.0,26250.0,0.35,In-store,0.6994840744820556,0.6048389320151124,0.6525049386691592,-0.7837209371518269,-1.7212446005400164
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,30,150.0,45000.0,15750.0,0.35,In-store,0.42729912036186546,-0.2872725545575317,0.36368245475124983,-0.7837209371518269,-1.1453440731801674
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Apparel,44,200.0,89999.0,26999.0,0.3,In-store,0.7966256754892042,0.08262451169524553,0.6684120970040198,-1.3768551998063734,0.07486787805518114
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Apparel,35,300.0,105000.0,42000.0,0.4,In-store,0.8787688103236718,0.6048389320151124,0.9182516675060665,-0.2121600376392765,-0.6557478587687534
West Gear,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550.0,192500.0,77000.0,0.4,In-store,1.2017415249761654,1.3867593566361038,1.2609737591900207,-0.2121600376392765,-0.6557478587687534
West Gear,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,200.0,70000.0,28000.0,0.4,In-store,0.6627222359357544,0.08262451169524553,0.6889956982772903,-0.2121600376392765,-0.6557478587687534
West Gear,2021-02-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250.0,62500.0,21875.0,0.35,In-store,0.6023367898462592,0.3699136804740318,0.5494189149464017,-0.7837209371518269,-1.7212446005400164
West Gear,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,125.0,37500.0,13125.0,0.35,In-store,0.33015278296488376,-0.5213450537377368,0.26059930274004683,-0.7837209371518269,-1.1453440731801674
West Gear,2021-02-10,Midwest,Indiana,Indianapolis,Men's Apparel,44,200.0,89999.0,26999.0,0.3,In-store,0.7966256754892042,0.08262451169524553,0.6684120970040198,-1.3768551998063734,0.07486787805518114
West Gear,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,22,300.0,59999.0,24000.0,0.4,In-store,0.5805765637854345,0.6048389320151124,0.6018374303872595,-0.2121600376392765,-2.1226686406445117
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,520.0,130000.0,52000.0,0.4,In-store,0.9925692287534642,1.3143580069017653,1.0390105793481508,-0.2121600376392765,-1.7212446005400164
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,225.0,56250.0,22500.0,0.4,In-store,0.5461971583945956,0.23423033641435645,0.5653468951387253,-0.2121600376392765,-1.7212446005400164
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,22,275.0,41250.0,14437.0,0.35,In-store,0.3809368221564068,0.4927034741726817,0.314467173202459,-0.7837209371518269,-2.1226686406445117
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,22,125.0,24999.0,8749.0,0.35,In-store,0.11408946231263913,-0.5213450537377368,0.03129352353960382,-0.7837209371518269,-2.1226686406445117
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Men's Apparel,35,175.0,61250.0,18375.0,0.3,In-store,0.5915720992793745,-0.08914387857120674,0.45083895984705846,-1.3768551998063734,-0.6557478587687534
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25,275.0,68750.0,27500.0,0.4,In-store,0.6531213457126648,0.4927034741726817,0.6788078367849592,-0.2121600376392765,-1.7212446005400164
West Gear,2021-04-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,500.0,125000.0,50000.0,0.4,In-store,0.9716709231000799,1.2637357703549128,1.0168343918659735,-0.2121600376392765,-1.7212446005400164
West Gear,2021-04-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,200.0,50000.0,20000.0,0.4,In-store,0.4834385150035634,0.08262451169524553,0.49875181050863543,-0.2121600376392765,-1.7212446005400164
West Gear,2021-04-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,22,200.0,30000.0,10500.0,0.35,In-store,0.2112559289677785,0.08262451169524553,0.13443770317511836,-0.7837209371518269,-2.1226686406445117
West Gear,2021-04-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,22,125.0,24999.0,8749.0,0.35,In-store,0.11408946231263913,-0.5213450537377368,0.03129352353960382,-0.7837209371518269,-2.1226686406445117
West Gear,2021-04-10,Midwest,Indiana,Indianapolis,Men's Apparel,65,150.0,97500.0,29250.0,0.3,In-store,0.8392813107641882,-0.2872725545575317,0.7136900872548688,-1.3768551998063734,1.3288596019116166
West Gear,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,50,275.0,137500.0,55000.0,0.4,In-store,1.0224558664795516,0.4927034741726817,1.0707247314363795,-0.2121600376392765,0.48467654773873725
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Men's Street Footwear,60,545.0,327000.0,130800.0,0.4,In-store,1.4840745452867794,1.3749704598816876,1.560572487454604,-0.2121600376392765,1.070915561936916
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40,250.0,100000.0,40000.0,0.4,In-store,0.8527715826008126,0.3699136804740318,0.8906648501957204,-0.2121600376392765,-0.2299284184949977
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,35,225.0,78750.0,27562.0,0.35,In-store,0.7254812176286395,0.23423033641435645,0.6800811464282454,-0.7837209371518269,-0.6557478587687534
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35,175.0,61250.0,21437.0,0.35,In-store,0.5915720992793745,-0.08914387857120674,0.5379830100811863,-0.7837209371518269,-0.6557478587687534
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Men's Apparel,44,200.0,89999.0,26999.0,0.3,In-store,0.7966256754892042,0.08262451169524553,0.6684120970040198,-1.3768551998063734,0.07486787805518114
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Women's Apparel,54,325.0,178749.0,71499.0,0.4,In-store,1.1622508670529184,0.7080222656764893,1.2190634421435511,-0.2121600376392765,0.7319030787614942
West Gear,2021-06-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,40,575.0,230000.0,92000.0,0.4,In-store,1.2965780936994162,1.444143793376639,1.3616098250702446,-0.2121600376392765,-0.2299284184949977
West Gear,2021-06-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,325.0,113750.0,45500.0,0.4,In-store,0.9214185902162761,0.7080222656764893,0.963509291534681,-0.2121600376392765,-0.6557478587687534
West Gear,2021-06-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,30,200.0,60000.0,21000.0,0.35,In-store,0.5805854444226334,0.08262451169524553,0.5263379547356516,-0.7837209371518269,-1.1453440731801674
West Gear,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175.0,52500.0,18375.0,0.35,In-store,0.5094354889992473,-0.08914387857120674,0.45083895984705846,-0.7837209371518269,-1.1453440731801674
